,type,fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality,vendor_id
3720,white,6.3,0.34,0.27,2.5,0.024,40.0,152.0,0.99095,3.35,0.6,11.9,7,484
3721,white,7.7,0.3,0.23,2.0,0.068,28.0,138.0,0.99382,3.11,0.62,9.8,5,214
3722,white,7.7,0.31,0.23,2.0,0.069,29.0,134.0,0.99382,3.11,0.62,9.8,5,280
3723,white,5.7,0.265,0.28,6.9,0.036000000000000004,46.0,150.0,0.99299,3.36,0.44,10.8,7,426
3724,white,5.4,0.255,0.33,1.2,0.051,29.0,122.0,0.99048,3.37,0.66,11.3,6,343
3725,white,6.6,0.26,0.28,9.4,0.028,13.0,121.0,0.99254,3.17,0.34,12.1,6,396
3726,white,4.8,0.17,0.28,2.9,0.03,22.0,111.0,0.9902,3.38,0.34,11.3,7,407
3727,white,5.7,0.265,0.28,6.9,0.036000000000000004,46.0,150.0,0.99299,3.36,0.44,10.8,7,483
3728,white,6.2,0.2,0.33,5.4,0.028,21.0,75.0,0.99012,3.36,0.41,13.5,7,499
3729,white,7.5,0.28,0.41,1.3,0.044,11.0,126.0,0.99293,3.28,0.45,10.3,5,291
3730,white,6.2,0.22,0.2,20.8,0.035,58.0,184.0,1.00022,3.11,0.53,9.0,6,327
3731,white,7.0,0.34,0.26,10.3,0.041,51.0,166.0,0.99382,3.08,0.35,11.6,6,326
3732,white,7.5,0.28,0.41,1.3,0.044,11.0,126.0,0.99293,3.28,0.45,10.3,5,299
3733,white,6.5,0.19,0.34,1.6,0.029,39.0,116.0,0.98954,3.21,0.68,12.5,6,355
3734,white,6.0,0.21,0.29,13.1,0.042,28.0,125.0,0.99936,3.39,0.45,8.6,5,296
3735,white,6.1,0.22,0.46,1.8,0.16,34.0,74.0,0.9884,3.19,0.33,13.4,6,303
3736,white,6.5,0.32,0.48,8.0,0.026,18.0,88.0,0.99144,3.22,0.79,12.7,4,156
3737,white,7.1,0.21,0.72,1.6,0.16699999999999998,65.0,120.0,0.99324,2.97,0.51,9.2,5,296
3738,white,5.6,0.26,0.18,1.4,0.034,18.0,135.0,0.99174,3.32,0.35,10.2,6,344
3739,white,7.0,0.15,0.28,14.7,0.051,29.0,149.0,0.99792,2.96,0.39,9.0,7,462
3740,white,7.0,0.15,0.28,14.7,0.051,29.0,149.0,0.99792,2.96,0.39,9.0,7,465
3741,white,7.0,0.15,0.28,14.7,0.051,29.0,149.0,0.99792,2.96,0.39,9.0,7,409
3742,white,7.0,0.15,0.28,14.7,0.051,29.0,149.0,0.99792,2.96,0.39,9.0,7,471
3743,white,7.0,0.15,0.28,14.7,0.051,29.0,149.0,0.99792,2.96,0.39,9.0,7,451
3744,white,7.0,0.15,0.28,14.7,0.051,29.0,149.0,0.99792,2.96,0.39,9.0,7,423
3745,white,7.0,0.15,0.28,14.7,0.051,29.0,149.0,0.99792,2.96,0.39,9.0,7,401
3746,white,7.4,0.27,0.28,1.8,0.04,45.0,121.0,0.99043,3.02,0.4,11.9,5,299
3747,white,6.8,0.22,0.3,10.6,0.07,67.0,194.0,0.99654,2.89,0.42,9.0,6,327
3748,white,6.2,0.24,0.25,12.5,0.055,47.0,134.0,0.99758,3.3,0.51,9.0,5,237
3749,white,6.3,0.28,0.29,6.8,0.051,40.0,143.0,0.99374,3.43,0.59,11.0,6,366
3750,white,7.0,0.15,0.28,14.7,0.051,29.0,149.0,0.99792,2.96,0.39,9.0,7,473
3751,white,5.5,0.17,0.23,2.9,0.039,10.0,108.0,0.99243,3.28,0.5,10.0,5,257
3752,white,6.5,0.26,0.34,1.4,0.04,25.0,184.0,0.99216,3.29,0.46,10.7,5,231
3753,white,6.6,0.27,0.33,1.4,0.042,24.0,183.0,0.99215,3.29,0.46,10.7,5,272
3754,white,5.4,0.46,0.15,2.1,0.026,29.0,130.0,0.98953,3.39,0.77,13.4,8,591
3755,white,7.8,0.19,0.32,7.4,0.015,47.0,124.0,0.99278,2.99,0.39,11.0,6,314
3756,white,5.5,0.17,0.23,2.9,0.039,10.0,108.0,0.99243,3.28,0.5,10.0,5,246
3757,white,6.5,0.26,0.34,1.4,0.04,25.0,184.0,0.99216,3.29,0.46,10.7,5,280
3758,white,6.6,0.27,0.33,1.4,0.042,24.0,183.0,0.99215,3.29,0.46,10.7,5,286
3759,white,7.8,0.19,0.32,7.4,0.015,47.0,124.0,0.99278,2.99,0.39,11.0,6,314
3760,white,7.8,0.2,0.32,5.0,0.016,31.0,101.0,0.99186,2.99,0.39,11.0,6,354
3761,white,6.1,0.17,0.28,2.5,0.028,22.0,98.0,0.99072,3.16,0.37,11.1,7,401
3762,white,7.4,0.2,0.35,6.1,0.025,10.0,40.0,0.99244,2.79,0.52,10.9,5,229
3763,white,6.7,0.39,0.24,2.7,0.017,22.0,80.0,0.99084,3.03,0.37,11.5,5,259
3764,white,5.4,0.46,0.15,2.1,0.026,29.0,130.0,0.98953,3.39,0.77,13.4,8,501
3765,white,6.9,0.4,0.17,12.9,0.033,59.0,186.0,0.99754,3.08,0.49,9.4,5,272
3766,white,6.9,0.4,0.17,12.9,0.033,59.0,186.0,0.99754,3.08,0.49,9.4,5,282
3767,white,6.9,0.4,0.17,12.9,0.033,59.0,186.0,0.99754,3.08,0.49,9.4,5,244
3768,white,6.3,0.24,0.29,13.7,0.035,53.0,134.0,0.99567,3.17,0.38,10.6,6,306
3769,white,6.9,0.4,0.17,12.9,0.033,59.0,186.0,0.99754,3.08,0.49,9.4,5,286
3770,white,7.4,0.27,0.31,2.4,0.014,15.0,143.0,0.99094,3.03,0.65,12.0,4,115
3771,white,6.1,0.27,0.28,9.8,0.042,61.0,125.0,0.99532,3.14,0.42,10.2,6,343
3772,white,6.3,0.24,0.29,13.7,0.035,53.0,134.0,0.99567,3.17,0.38,10.6,6,344
3773,white,5.0,0.61,0.12,1.3,0.009000000000000001,65.0,100.0,0.9874,3.26,0.37,13.5,5,231
3774,white,6.7,0.42,0.39,12.1,0.04,61.0,248.0,0.99794,3.31,0.58,9.7,5,206
3775,white,6.5,0.33,0.28,6.1,0.018000000000000002,41.0,103.0,0.99122,3.24,0.32,12.2,6,346
3776,white,6.9,0.33,0.31,7.7,0.04,29.0,135.0,0.99226,3.11,0.57,12.3,5,207
3777,white,6.5,0.33,0.28,6.1,0.018000000000000002,41.0,103.0,0.99122,3.24,0.32,12.2,6,396
3778,white,6.3,0.15,0.3,1.4,0.022,38.0,100.0,0.99099,3.42,0.57,11.4,7,464
3779,white,6.5,0.32,0.45,7.7,0.022,31.0,97.0,0.99134,3.2,0.7,12.7,7,422
3780,white,6.7,0.42,0.39,12.1,0.04,61.0,248.0,0.99794,3.31,0.58,9.7,5,268
3781,white,7.4,0.25,0.29,6.8,0.02,31.0,113.0,0.99338,3.13,0.29,10.8,6,307
3782,white,7.6,0.27,0.3,9.2,0.018000000000000002,23.0,96.0,0.9938,3.08,0.29,11.0,6,300
3783,white,6.4,0.27,0.45,8.3,0.05,52.0,196.0,0.9955,3.18,0.48,9.5,5,238
3784,white,6.5,0.25,0.27,17.4,0.064,29.0,140.0,0.99776,3.2,0.49,10.1,6,367
3785,white,5.6,0.19,0.31,2.7,0.027000000000000003,11.0,100.0,0.98964,3.46,0.4,13.2,7,442
3786,white,7.4,0.29,0.48,12.8,0.037000000000000005,61.5,182.0,0.99808,3.02,0.34,8.8,5,265
3787,white,6.4,0.34,0.44,8.2,0.043,54.0,201.0,0.99551,3.18,0.48,9.5,5,266
3788,white,6.6,0.27,0.52,8.1,0.044,53.0,202.0,0.99548,3.18,0.48,9.5,5,212
3789,white,6.6,0.26,0.52,8.2,0.047,52.0,191.0,0.99541,3.16,0.47,9.5,6,316
3790,white,6.4,0.27,0.45,8.3,0.05,52.0,196.0,0.9955,3.18,0.48,9.5,5,293
3791,white,6.5,0.26,0.5,8.0,0.051,46.0,197.0,0.99536,3.18,0.47,9.5,5,206
3792,white,6.8,0.25,0.3,11.8,0.043,53.0,133.0,0.99524,3.03,0.58,10.4,6,343
3793,white,6.3,0.32,0.26,12.0,0.049,63.0,170.0,0.9961,3.14,0.55,9.9,6,310
3794,white,5.5,0.24,0.45,1.7,0.046,22.0,113.0,0.99224,3.22,0.48,10.0,5,272
3795,white,6.5,0.25,0.27,17.4,0.064,29.0,140.0,0.99776,3.2,0.49,10.1,6,300
3796,white,6.6,0.13,0.29,13.9,0.056,33.0,95.0,0.99702,3.17,0.39,9.4,6,333
3797,white,7.0,0.39,0.21,10.7,0.098,13.0,91.0,0.99657,3.03,0.47,9.3,5,208
3798,white,7.9,0.21,0.39,2.0,0.057,21.0,138.0,0.99176,3.05,0.52,10.9,5,255
3799,white,7.0,0.3,0.28,2.2,0.042,21.0,177.0,0.99166,3.2,0.57,11.4,5,251
3800,white,8.1,0.2,0.3,1.3,0.036000000000000004,7.0,49.0,0.99242,2.99,0.73,10.3,5,279
3801,white,8.3,0.18,0.3,1.1,0.033,20.0,57.0,0.99109,3.02,0.51,11.0,6,359
3802,white,7.9,0.21,0.39,2.0,0.057,21.0,138.0,0.99176,3.05,0.52,10.9,5,279
3803,white,7.2,0.17,0.34,6.4,0.042,16.0,111.0,0.99278,2.99,0.4,10.8,6,367
3804,white,8.1,0.2,0.3,1.3,0.036000000000000004,7.0,49.0,0.99242,2.99,0.73,10.3,5,227
3805,white,8.3,0.18,0.3,1.1,0.033,20.0,57.0,0.99109,3.02,0.51,11.0,6,332
3806,white,7.0,0.39,0.21,10.7,0.098,13.0,91.0,0.99657,3.03,0.47,9.3,5,205
3807,white,6.8,0.21,0.62,6.4,0.041,7.0,113.0,0.99358,2.96,0.59,10.2,5,286
3808,white,6.9,0.21,0.62,6.3,0.042,7.0,109.0,0.99358,2.96,0.59,10.2,6,302
3809,white,7.2,0.17,0.34,6.4,0.042,16.0,111.0,0.99278,2.99,0.4,10.8,6,395
3810,white,6.8,0.26,0.34,15.1,0.06,42.0,162.0,0.99705,3.24,0.52,10.5,3,50
3811,white,7.2,0.28,0.38,2.0,0.052000000000000005,23.0,156.0,0.9912,3.13,0.52,11.1,5,230
3812,white,7.9,0.21,0.39,2.0,0.057,21.0,138.0,0.99176,3.05,0.52,10.9,5,271
3813,white,7.0,0.3,0.28,2.2,0.042,21.0,177.0,0.99166,3.2,0.57,11.4,5,219
3814,white,7.4,0.34,0.28,12.1,0.049,31.0,149.0,0.99677,3.22,0.49,10.3,5,246
3815,white,6.3,0.43,0.32,8.8,0.042,18.0,106.0,0.99172,3.28,0.33,12.9,7,491
3816,white,6.8,0.41,0.3,8.8,0.045,28.0,131.0,0.9953,3.12,0.59,9.9,5,242
3817,white,6.3,0.4,0.24,5.1,0.036000000000000004,43.0,131.0,0.99186,3.24,0.44,11.3,6,387
3818,white,5.1,0.35,0.26,6.8,0.034,36.0,120.0,0.99188,3.38,0.4,11.5,6,312
3819,white,5.1,0.35,0.26,6.8,0.034,36.0,120.0,0.99188,3.38,0.4,11.5,6,328
3820,white,6.3,0.3,0.2,3.7,0.039,34.0,132.0,0.99158,3.0,0.38,10.7,5,281
3821,white,6.9,0.28,0.28,12.2,0.042,52.0,139.0,0.99522,3.03,0.56,10.4,6,307
3822,white,7.0,0.33,0.28,5.7,0.033,39.0,204.0,0.99176,3.17,0.64,12.5,6,381
3823,white,6.7,0.26,0.49,8.1,0.052000000000000005,48.0,197.0,0.99558,3.19,0.48,9.5,5,206
3824,white,7.3,0.24,0.3,2.5,0.042,31.0,104.0,0.9911,3.05,0.56,11.3,7,479
3825,white,6.7,0.46,0.21,4.0,0.034,12.0,88.0,0.99016,3.26,0.54,13.0,6,351
3826,white,5.1,0.35,0.26,6.8,0.034,36.0,120.0,0.99188,3.38,0.4,11.5,6,341
3827,white,5.1,0.23,0.18,1.0,0.053,13.0,99.0,0.98956,3.22,0.39,11.5,5,271
3828,white,6.3,0.4,0.24,5.1,0.036000000000000004,43.0,131.0,0.99186,3.24,0.44,11.3,6,311
3829,white,7.1,0.44,0.23,5.8,0.035,24.0,100.0,0.99062,3.15,0.57,13.2,7,469
3830,white,4.8,0.26,0.23,10.6,0.034,23.0,111.0,0.99274,3.46,0.28,11.5,7,486
3831,white,6.8,0.31,0.19,3.5,0.086,30.0,130.0,0.993,2.83,0.44,9.6,5,255
3832,white,6.8,0.31,0.19,3.5,0.086,30.0,130.0,0.993,2.83,0.44,9.6,5,280
3833,white,7.0,0.15,0.29,16.4,0.058,45.0,110.0,0.9978,3.15,0.37,9.7,6,311
3834,white,6.5,0.41,0.22,4.8,0.052000000000000005,49.0,142.0,0.9946,3.14,0.62,9.2,5,280
3835,white,6.2,0.31,0.23,3.3,0.052000000000000005,34.0,113.0,0.99429,3.16,0.48,8.4,5,230
3836,white,8.0,0.27,0.33,1.2,0.05,41.0,103.0,0.99002,3.0,0.45,12.4,6,368
3837,white,8.0,0.27,0.33,1.2,0.05,41.0,103.0,0.99002,3.0,0.45,12.4,6,312
3838,white,6.5,0.41,0.22,4.8,0.052000000000000005,49.0,142.0,0.9946,3.14,0.62,9.2,5,231
3839,white,6.2,0.31,0.23,3.3,0.052000000000000005,34.0,113.0,0.99429,3.16,0.48,8.4,5,208
3840,white,6.7,0.37,0.25,2.5,0.028,24.0,84.0,0.9909,3.14,0.36,11.7,6,393
3841,white,6.6,0.21,0.5,8.7,0.036000000000000004,41.0,191.0,0.99294,2.96,0.56,11.0,6,320
3842,white,7.5,0.26,0.31,1.6,0.032,36.0,109.0,0.99044,2.97,0.43,11.9,6,396
3843,white,7.5,0.34,0.28,4.0,0.028,46.0,100.0,0.98958,3.2,0.5,13.2,7,465
3844,white,6.7,0.37,0.25,2.5,0.028,24.0,84.0,0.9909,3.14,0.36,11.7,6,394
3845,white,6.4,0.32,0.23,16.2,0.055,36.0,176.0,0.9986,3.26,0.54,9.1,5,228
3846,white,6.7,0.24,0.32,9.0,0.023,20.0,109.0,0.99262,3.34,0.35,12.6,6,327
3847,white,6.4,0.32,0.23,16.2,0.055,36.0,176.0,0.9986,3.26,0.54,9.1,5,257
3848,white,7.1,0.39,0.79,1.4,0.194,23.0,90.0,0.99212,3.17,0.46,10.5,6,316
3849,white,8.2,0.31,0.43,7.0,0.047,18.0,87.0,0.99628,3.23,0.64,10.6,5,237
3850,white,6.7,0.24,0.32,9.0,0.023,20.0,109.0,0.99262,3.34,0.35,12.6,6,368
3851,white,5.9,0.17,0.29,3.1,0.03,32.0,123.0,0.98913,3.41,0.33,13.7,7,400
3852,white,5.9,0.2,0.23,1.5,0.037000000000000005,38.0,93.0,0.99021,3.36,0.49,12.0,6,346
3853,white,6.6,0.32,0.26,4.6,0.031,26.0,120.0,0.99198,3.4,0.73,12.5,7,482
3854,white,5.9,0.12,0.27,4.8,0.03,40.0,110.0,0.99226,3.55,0.68,12.1,6,369
3855,white,5.9,0.18,0.29,4.6,0.032,68.0,137.0,0.99159,3.21,0.38,11.3,6,376
3856,white,5.9,0.2,0.23,1.5,0.037000000000000005,38.0,93.0,0.99021,3.36,0.49,12.0,6,328
3857,white,5.4,0.17,0.27,2.7,0.049,28.0,104.0,0.99224,3.46,0.55,10.3,6,358
3858,white,6.1,0.21,0.3,6.3,0.039,47.0,136.0,0.99068,3.27,0.31,12.7,6,340
3859,white,7.3,0.25,0.26,7.2,0.048,52.0,207.0,0.99587,3.12,0.37,9.2,5,289
3860,white,7.3,0.25,0.26,7.2,0.048,52.0,207.0,0.99587,3.12,0.37,9.2,5,275
3861,white,6.2,0.22,0.3,12.4,0.054000000000000006,108.0,152.0,0.99728,3.1,0.47,9.5,6,366
3862,white,6.5,0.27,0.19,6.6,0.045,98.0,175.0,0.99364,3.16,0.34,10.1,6,363
3863,white,6.5,0.27,0.19,6.6,0.045,98.0,175.0,0.99364,3.16,0.34,10.1,6,393
3864,white,6.6,0.39,0.22,4.0,0.038,17.0,98.0,0.99018,3.25,0.53,13.0,7,485
3865,white,6.0,0.31,0.38,4.8,0.04,41.0,101.0,0.98968,3.24,0.56,13.1,6,347
3866,white,8.4,0.23,0.32,1.3,0.048,59.0,113.0,0.99178,3.1,0.55,11.0,6,334
3867,white,7.3,0.25,0.26,7.2,0.048,52.0,207.0,0.99587,3.12,0.37,9.2,5,289
3868,white,6.0,0.22,0.25,11.1,0.056,112.0,177.0,0.9961,3.08,0.36,9.4,6,392
3869,white,6.2,0.22,0.3,12.4,0.054000000000000006,108.0,152.0,0.99728,3.1,0.47,9.5,6,382
3870,white,6.1,0.23,0.27,9.8,0.055,74.0,134.0,0.99534,3.16,0.4,10.2,6,359
3871,white,6.5,0.27,0.19,6.6,0.045,98.0,175.0,0.99364,3.16,0.34,10.1,6,359
3872,white,7.3,0.36,0.54,13.3,0.054000000000000006,63.0,193.0,0.99864,3.06,0.49,8.6,4,171
3873,white,7.6,0.37,0.51,11.7,0.094,58.0,181.0,0.99776,2.91,0.51,9.0,5,207
3874,white,6.7,0.26,0.51,8.0,0.062,50.0,194.0,0.99545,3.13,0.5,9.6,5,297
3875,white,7.4,0.22,0.27,1.6,0.057,45.0,98.0,0.99299,3.29,0.44,9.9,7,487
3876,white,6.1,0.22,0.28,16.55,0.059,54.0,135.0,0.99665,3.2,0.38,10.5,5,214
3877,white,7.1,0.28,0.31,1.5,0.053,20.0,98.0,0.99069,3.15,0.5,11.4,5,289
3878,white,6.5,0.35,0.31,10.2,0.069,58.0,170.0,0.99692,3.18,0.49,9.4,5,248
3879,white,6.8,0.73,0.2,6.6,0.054000000000000006,25.0,65.0,0.99324,3.12,0.28,11.1,4,194
3880,white,6.0,0.28,0.24,17.8,0.047,42.0,111.0,0.99896,3.1,0.45,8.9,6,358
3881,white,6.0,0.28,0.24,17.8,0.047,42.0,111.0,0.99896,3.1,0.45,8.9,6,339
3882,white,7.1,0.2,0.37,1.5,0.049,28.0,129.0,0.99226,3.15,0.52,10.8,5,296
3883,white,6.8,0.33,0.31,7.4,0.045,34.0,143.0,0.99226,3.06,0.55,12.2,6,305
3884,white,6.0,0.28,0.24,17.8,0.047,42.0,111.0,0.99896,3.1,0.45,8.9,6,329
3885,white,7.2,0.24,0.36,2.0,0.029,21.0,63.0,0.99076,3.13,0.63,12.5,6,389
3886,white,6.8,0.33,0.31,7.4,0.045,34.0,143.0,0.99226,3.06,0.55,12.2,6,310
3887,white,7.2,0.24,0.36,2.0,0.029,21.0,63.0,0.99076,3.13,0.63,12.5,6,361
3888,white,6.0,0.28,0.24,17.8,0.047,42.0,111.0,0.99896,3.1,0.45,8.9,6,383
3889,white,6.2,0.27,0.26,12.1,0.046,43.0,127.0,0.9951,3.16,0.37,10.8,6,356
3890,white,6.4,0.38,0.26,8.2,0.043,28.0,98.0,0.99234,2.99,0.31,11.4,6,333
3891,white,7.1,0.2,0.37,1.5,0.049,28.0,129.0,0.99226,3.15,0.52,10.8,5,230
3892,white,6.0,0.21,0.3,8.7,0.036000000000000004,47.0,127.0,0.99368,3.18,0.39,10.6,5,255
3893,white,7.0,0.34,0.1,3.5,0.044,17.0,63.0,0.9937,3.01,0.39,9.2,5,252
3894,white,5.9,0.435,0.16,6.4,0.031,21.0,134.0,0.99151,3.24,0.46,12.2,6,334
3895,white,7.0,0.25,0.33,2.1,0.021,17.0,76.0,0.99021,3.26,0.45,12.3,6,340
3896,white,6.7,0.26,0.29,7.7,0.038,40.0,179.0,0.99479,3.23,0.56,10.4,6,327
3897,white,7.0,0.24,0.3,12.3,0.035,72.0,172.0,0.9954,2.99,0.57,10.4,6,379
3898,white,8.5,0.23,0.34,1.3,0.035,54.0,110.0,0.99176,3.07,0.55,11.0,7,432
3899,white,6.0,0.21,0.3,8.7,0.036000000000000004,47.0,127.0,0.99368,3.18,0.39,10.6,5,239
3900,white,7.0,0.34,0.1,3.5,0.044,17.0,63.0,0.9937,3.01,0.39,9.2,5,285
3901,white,4.8,0.65,0.12,1.1,0.013,4.0,10.0,0.99246,3.32,0.36,13.5,4,110
3902,white,6.1,0.22,0.38,2.8,0.14400000000000002,12.0,65.0,0.9908,2.95,0.64,11.4,6,328
3903,white,5.8,0.27,0.26,3.5,0.071,26.0,69.0,0.98994,3.1,0.38,11.5,6,382
3904,white,5.0,0.455,0.18,1.9,0.036000000000000004,33.0,106.0,0.98746,3.21,0.83,14.0,7,429
3905,white,6.5,0.33,0.3,3.8,0.036000000000000004,34.0,88.0,0.99028,3.25,0.63,12.5,7,440
3906,white,6.5,0.33,0.3,3.8,0.036000000000000004,34.0,88.0,0.99028,3.25,0.63,12.5,7,429
3907,white,6.7,0.31,0.3,2.4,0.038,30.0,83.0,0.98867,3.09,0.36,12.8,7,471
3908,white,6.2,0.39,0.24,4.8,0.037000000000000005,45.0,138.0,0.99174,3.23,0.43,11.2,7,469
3909,white,6.2,0.39,0.24,4.8,0.037000000000000005,45.0,138.0,0.99174,3.23,0.43,11.2,7,419
3910,white,7.1,0.37,0.3,6.2,0.04,49.0,139.0,0.99021,3.17,0.27,13.6,6,309
3911,white,7.2,0.23,0.82,1.3,0.149,70.0,109.0,0.99304,2.93,0.42,9.2,6,377
3912,white,6.5,0.33,0.3,3.8,0.036000000000000004,34.0,88.0,0.99028,3.25,0.63,12.5,7,425
3913,white,7.2,0.25,0.32,1.5,0.054000000000000006,24.0,105.0,0.99154,3.17,0.48,11.1,6,351
3914,white,6.2,0.39,0.24,4.8,0.037000000000000005,45.0,138.0,0.99174,3.23,0.43,11.2,7,462
3915,white,4.7,0.455,0.18,1.9,0.036000000000000004,33.0,106.0,0.98746,3.21,0.83,14.0,7,466
3916,white,7.1,0.37,0.3,6.2,0.04,49.0,139.0,0.99021,3.17,0.27,13.6,6,345
3917,white,6.2,0.28,0.51,7.9,0.056,49.0,206.0,0.9956,3.18,0.52,9.4,5,243
3918,white,6.4,0.35,0.28,1.6,0.037000000000000005,31.0,113.0,0.98779,3.12,0.4,14.2,7,438
3919,white,6.6,0.31,0.28,1.4,0.035,28.0,107.0,0.98836,3.0,0.4,13.2,6,346
3920,white,7.4,0.25,0.37,2.6,0.05,24.0,132.0,0.99138,3.04,0.53,11.2,6,383
3921,white,7.3,0.36,0.34,14.8,0.057,46.0,173.0,0.99751,3.14,0.57,10.2,5,209
3922,white,6.7,0.31,0.3,2.4,0.038,30.0,83.0,0.98867,3.09,0.36,12.8,7,446
3923,white,8.6,0.31,0.3,0.9,0.045,16.0,109.0,0.99249,2.95,0.39,10.1,5,230
3924,white,8.6,0.31,0.3,0.9,0.045,16.0,109.0,0.99249,2.95,0.39,10.1,5,218
3925,white,8.6,0.22,0.33,1.2,0.031,38.0,95.0,0.99239,2.83,0.31,10.3,5,251
3926,white,6.9,0.14,0.29,9.9,0.056,30.0,91.0,0.99512,3.19,0.33,9.9,6,330
3927,white,6.5,0.22,0.31,3.9,0.046,17.0,106.0,0.99098,3.15,0.31,11.5,5,247
3928,white,6.6,0.32,0.47,15.6,0.063,27.0,173.0,0.99872,3.18,0.56,9.0,5,234
3929,white,6.6,0.32,0.47,15.6,0.063,27.0,173.0,0.99872,3.18,0.56,9.0,5,221
3930,white,6.1,0.28,0.26,1.5,0.03,25.0,101.0,0.98894,3.03,0.41,12.1,6,328
3931,white,6.2,0.3,0.28,1.6,0.036000000000000004,28.0,106.0,0.988245,3.14,0.41,13.3,6,335
3932,white,6.9,0.22,0.28,7.8,0.05,43.0,116.0,0.99326,3.22,0.6,11.5,8,577
3933,white,8.7,0.31,0.21,5.6,0.039,28.0,67.0,0.99328,2.96,0.52,11.0,4,130
3934,white,7.3,0.27,0.3,1.3,0.04,26.0,84.0,0.99222,3.28,0.53,10.7,6,340
3935,white,7.0,0.46,0.2,16.7,0.046,50.0,184.0,0.99898,3.08,0.56,9.4,5,204
3936,white,5.7,0.23,0.25,7.95,0.042,16.0,108.0,0.99486,3.44,0.61,10.3,6,347
3937,white,6.5,0.36,0.36,6.7,0.185,51.5,151.0,0.99528,3.17,0.42,9.3,5,242
3938,white,8.2,0.18,0.38,1.1,0.04,41.0,92.0,0.99062,2.88,0.6,12.0,6,363
3939,white,6.2,0.27,0.32,6.3,0.048,47.0,159.0,0.99282,3.21,0.6,11.0,6,395
3940,white,6.9,0.4,0.37,8.9,0.053,36.0,148.0,0.996,3.16,0.5,9.3,5,255
3941,white,4.9,0.345,0.34,1.0,0.068,32.0,143.0,0.99138,3.24,0.4,10.1,5,243
3942,white,7.2,0.23,0.39,1.5,0.053,26.0,106.0,0.99166,3.18,0.47,11.1,6,300
3943,white,6.4,0.2,0.15,6.6,0.046,26.0,113.0,0.99408,2.99,0.58,9.9,6,363
3944,white,6.1,0.27,0.32,6.2,0.048,47.0,161.0,0.99281,3.22,0.6,11.0,6,395
3945,white,6.2,0.27,0.32,6.3,0.048,47.0,159.0,0.99282,3.21,0.6,11.0,6,303
3946,white,6.0,0.3,0.33,2.1,0.042,31.0,127.0,0.98964,3.32,0.42,12.5,6,378
3947,white,6.1,0.3,0.32,2.2,0.042,41.0,142.0,0.98952,3.31,0.44,12.7,7,415
3948,white,5.7,0.14,0.3,5.4,0.045,26.0,105.0,0.99469,3.32,0.45,9.3,5,226
3949,white,6.9,0.4,0.37,8.9,0.053,36.0,148.0,0.996,3.16,0.5,9.3,5,269
3950,white,4.9,0.345,0.34,1.0,0.068,32.0,143.0,0.99138,3.24,0.4,10.1,5,234
3951,white,6.3,0.33,0.2,17.9,0.066,36.0,161.0,0.9991,3.14,0.51,8.8,5,255
3952,white,7.0,0.16,0.3,2.6,0.043,34.0,90.0,0.99047,2.88,0.47,11.2,6,326
3953,white,8.4,0.22,0.3,1.3,0.038,45.0,122.0,0.99178,3.13,0.54,10.8,7,422
3954,white,6.3,0.33,0.2,17.9,0.066,36.0,161.0,0.9991,3.14,0.51,8.8,5,275
3955,white,7.0,0.16,0.3,2.6,0.043,34.0,90.0,0.99047,2.88,0.47,11.2,6,378
3956,white,5.4,0.24,0.18,2.3,0.05,22.0,145.0,0.99207,3.24,0.46,10.3,5,278
3957,white,7.7,0.31,0.36,4.3,0.026,15.0,87.0,0.99152,3.11,0.48,12.0,5,285
3958,white,5.6,0.185,0.19,7.1,0.048,36.0,110.0,0.99438,3.26,0.41,9.5,6,379
3959,white,5.6,0.185,0.19,7.1,0.048,36.0,110.0,0.99438,3.26,0.41,9.5,6,309
3960,white,6.6,0.43,0.24,11.9,0.04,54.0,159.0,0.99622,3.14,0.54,9.8,6,352
3961,white,7.6,0.39,0.46,11.7,0.084,55.0,170.0,0.99773,2.91,0.51,9.0,5,291
3962,white,7.2,0.58,0.27,5.8,0.032,40.0,118.0,0.99088,3.17,0.53,13.0,7,473
3963,white,6.0,0.34,0.32,3.8,0.044,13.0,116.0,0.99108,3.39,0.44,11.8,7,405
3964,white,7.5,0.35,0.48,12.4,0.056,61.0,176.5,0.99803,2.97,0.52,8.8,5,206
3965,white,7.3,0.38,0.23,6.5,0.05,18.0,102.0,0.99304,3.1,0.55,11.2,4,180
3966,white,5.4,0.185,0.19,7.1,0.048,36.0,110.0,0.99438,3.26,0.41,9.5,6,346
3967,white,6.3,0.27,0.51,7.6,0.049,35.0,200.0,0.99548,3.16,0.54,9.4,4,193
3968,white,6.5,0.29,0.52,7.9,0.049,35.0,192.0,0.99551,3.16,0.51,9.5,6,301
3969,white,6.4,0.17,0.3,2.8,0.034,33.0,125.0,0.99152,3.03,0.49,10.4,6,326
3970,white,6.7,0.18,0.31,10.6,0.035,42.0,143.0,0.99572,3.08,0.49,9.8,7,488
3971,white,6.4,0.17,0.3,2.8,0.034,33.0,125.0,0.99152,3.03,0.49,10.4,6,342
3972,white,6.8,0.37,0.67,1.5,0.175,16.0,98.0,0.99244,3.06,0.56,10.3,6,343
3973,white,6.3,0.27,0.51,7.6,0.049,35.0,200.0,0.99548,3.16,0.54,9.4,4,157
